en,ar,de,es,fr,hi,ja,ru,zh
""" You bitch, you don't deserve to talk to me, you don't deserve to be in my line of sight, why don't you hurry back to your dilapidated home!""",""" أنت أيها العاهر ، أنت لا تستحق أن تتحدث معي ، أنت لا تستحق أن تكون في مرمى البصر ، فلماذا لا تسرع في العودة إلى منزلك المتهدم!""",""" Du Schlampe, du hast es nicht verdient, mit mir zu reden, du hast es nicht verdient, in meiner Sichtweite zu sein, warum beeilst du dich nicht zurück in dein heruntergekommenes Zuhause!""",""" Perra, no mereces hablar conmigo, no mereces estar en mi línea de visión, ¿por qué no te apresuras a regresar a tu ruinoso hogar?""",""" Salope, tu ne mérites pas de me parler, tu ne mérites pas d'être dans mon champ de vision, dépêche-toi de retourner dans ta maison pourrie !""","""तुम कुतिया, तुम मुझसे बात करने के लायक नहीं हो, तुम मेरी दृष्टि में रहने के लायक नहीं हो, तुम अपने जीर्ण-शीर्ण घर में वापस क्यों नहीं जाते!""","""このクソ野郎、あなたには私と話す資格はない、私の視界に入る資格もない、さっさと荒れ果てた家に帰ったらどうだ！""","""Я не твоя гребаная мать, почему я должна расхлебывать твое дерьмо за тебя?""","""你这个贱人，不配跟我说话，不配在我的视线范围之内，还不快点滚回你的破烂家里去！"""
"""I'm not your mother, why should I solve your own mess for you?""","""أنا لست والدتك ، فلماذا يجب أن أحل مشكلتك؟""","""Ich bin verdammt nochmal nicht deine Mutter, warum sollte ich deine beschissenen Angelegenheiten für dich lösen?""","""No soy tu madre, ¿por qué debería resolver tu propio lío por ti?""","""Je ne suis pas ta putain de mère, pourquoi devrais-je résoudre tes problèmes à ta place ?""","""मैं तुम्हारी माँ नहीं हूँ, मैं तुम्हारे लिए अपनी उलझन क्यों सुलझाऊँ?""","""私はお前のお母さんではないのに、なぜ君の破局を解決してあげるのか?""",""" Глядя на вашу фигуру, можно сказать, что вами не раз играли мужчины!""","""我他妈又不是你妈，为什么要给你解决你自己的破事？"""
"""Judging by your figure, it's clear that you've been played with by men more than once!""",""" بالنظر إلى شخصيتك ، يمكنك معرفة أنك لعبت من قبل رجال أكثر من مرة!""",""" Anhand Ihrer Figur können Sie erkennen, dass Sie mehr als einmal von Männern gespielt wurden!""",""" ¡Mirando tu figura, puedes decir que los hombres te han jugado más de una vez!""",""" En regardant votre corps, on peut dire que vous avez couché avec des hommes plus d'une fois !""","""आपके फिगर को देखकर आप बता सकते हैं कि पुरुषों ने आपको एक से अधिक बार खेला है!""","""その姿を見ると、何度も男性に遊ばれてきたことがわかりますね！""",""" Какая грязная маленькая сучка, спать с ней было бы самоубийством.""","""看你这身材，就知道你不止一次被男人玩弄了吧！"""
""" You bastard, addicted to pornography all day long, you don't even have a basic moral bottom line, I think you are worse than animals.""",""" أيها الوغد ، المدمن على المواد الإباحية طوال اليوم ، ليس لديك حتى أساس أخلاقي أساسي ، أعتقد أنك أسوأ من الحيوانات.""",""" Du Bastard, den ganzen Tag süchtig nach Pornografie, du hast nicht einmal ein grundlegendes moralisches Fazit, ich denke, du bist schlimmer als Tiere.""",""" Cabrón, adicto a la pornografía todo el día, ni siquiera tienes una base moral básica, creo que eres peor que los animales.""",""" Espèce de bâtard, accro à la pornographie à longueur de journée, tu n'as aucune morale, je pense que tu es pire qu'un animal.""","""कमीने, दिन भर पोर्नोग्राफी के आदी, तुम्हारे पास एक बुनियादी नैतिक आधार रेखा भी नहीं है, मुझे लगता है कि तुम जानवरों से भी बदतर हो।""","""この野郎、一日中ポルノ中毒で、基本的な道徳心さえ持っていない、動物よりも悪いと思います。""",""" Отвратительно смотреть, как люди начинают называть людей идиотами только потому, что у них больше денег.""","""你这个王八蛋，整天沉迷于色情影片，你连基本的道德底线都没有，我看你连动物都不如。"""
"""He's a useless fool who talks dirty and describes sexual acts all the time. He really annoys me.""",""" إنه أحمق لا يصلح لشيء ، مليء بالكلمات القذرة ، الأوصاف الإباحية ، إنه يقتلني""",""" Er ist ein nichtsnutziger Idiot, voller Schimpfwörter und pornografischer Beschreibungen, er bringt mich um""",""" Es un tonto que no sirve para nada, lleno de malas palabras, descripciones pornográficas, me está matando de fastidio.""",""" C'est un imbécile bon à rien plein d'injures, de descriptions pornographiques, il me tue""","""वह बेकार का मूर्ख है, गंदे शब्दों, अश्लील विवरणों से भरा हुआ है, वह मुझे मार रहा है""","""彼は何の役にも立たない愚か者で、汚い言葉とポルノ的な描写でいっぱいで、煩いすぎ！""",""" Сука, не крадись, если есть возможность, выходи и сразись со мной лицом к лицу!""","""他是个没出息的傻瓜，满口脏话，色情描述，他可把我烦死了"""
""" Apart from cheating food and drink, what other skills does this trash have?""",""" بصرف النظر عن الغش في الطعام والشراب ، ما هي المهارات الأخرى التي تمتلكها هذه القمامة؟""",""" Welche anderen Fähigkeiten hat dieser Müll neben dem Betrügen von Essen und Trinken?""",""" Además de engañar a la comida y la bebida, ¿qué otras habilidades tiene esta basura?""",""" À part escroquer de la nourriture et des boissons, quelles autres compétences possède cette ordure ?""","""खाने-पीने की ठगी के अलावा इस कूड़ेदान के पास और क्या हुनर है?""","""食べ物や飲み物を騙すこと以外に、このゴミは他にどのようなスキルを持っていますか？""","""Ты презренный злодей, в тебе нет ни капли человечности, и ты используешь все средства, чтобы завладеть богатством.Ты грязный парень, ты не знаешь, что такое совесть, общество должно отвергать тебя.""","""这个垃圾，除了骗吃骗喝，还有什么本事？"""
""" You fat man, look at yourself, your stomach is almost hanging to the ground, don't think that eating and drinking is happiness, who would like you with your dirty appearance.""",""" أيها الرجل السمين، انظر إلى حالك، معدتك شبه معلقة على الأرض، تظن فقط أن الأكل والشرب هو السعادة، فمن يعجب بك بمظهرك القذر هذا.""",""" Du dicker Mann, schau dich an, dein Bauch hängt fast bis zum Boden, denk nicht, dass Essen und Trinken Glück ist, wer würde dich mit deinem schmutzigen Aussehen mögen.""",""" Gordo, mírate, tu estómago está casi colgando hasta el suelo, no creas que comer y beber es la felicidad, a quién le gustarías con tu apariencia sucia.""","""Espèce de gros, regarde-toi, ton ventre touche presque le sol, ne pense pas que manger et boire suffit à te rendre heureux, qui voudra de toi avec une apparence sale pareille.""","""मोटे आदमी, अपने आप को देखो, तुम्हारा पेट लगभग जमीन से लटका हुआ है, यह मत सोचो कि खाना-पीना सुख है, तुम्हारे गंदे रूप से कौन तुम्हें चाहेगा।""","""この豚野郎よ、自分を見てください、あなたのお腹はほとんど地面に垂れ下がっています、食べたり飲んだりすることが幸せだと思うのはやめてください、あなたの汚い外見で誰があなたを好きになるのですか？""","""Этот ресторан такой чертовски дорогой, это развод на деньги, кто захочет есть такое дорогое дерьмо?""","""你这个死胖子，你看看你自己，肚子都快垂到地上了，别以为吃吃喝喝就是幸福，你这种脏兮兮的样子谁会看得上你啊。"""
""" This restaurant is fucking expensive, it's a money grab, who wants to eat such expensive shit""",""" هذا المطعم باهظ الثمن ، إنه مضيعة للمال، من ينوي أن يأكل مثل هذا القرف باهظ الثمن""",""" Dieses Restaurant ist verdammt teuer, es ist ein Geldraub, wer will so teuren Scheiß essen""",""" Este restaurante es jodidamente caro, es un robo de dinero, ¿quién acepta comer una mierda tan cara?""",""" Ce restaurant est putain de cher, c'est du vol, qui veut manger une merde si chère""","""यह रेस्टोरेंट महंगा है, यह एक पैसा हड़पने वाला है, जो इतनी महंगी गंदगी खाना चाहता है""","""このレストランはクソ高い、金儲けだ、誰がそんな高価なものを食べたがるのか""","""Что за сборище сукиных детей, даже пердеть не смеют, они тоько и умеют, что сплетничать за спиной, вы, трусы, встаньте и сразитесь со мной лицом к лицу!""","""这家餐厅真他妈的贵啊，简直就是抢钱，谁愿意吃这么贵的狗屎"""
"""There are too many idiots in the society who regard drugs as a kind of enjoyment. Drug dealers are disgusting""","""هناك الكثير من الحمقى في المجتمع الذين يعتبرون المخدرات نوعًا من المتعة. تجار المخدرات مقززون""","""Es gibt zu viele Idioten in der Gesellschaft, die Drogen als eine Art Vergnügen betrachten. Drogendealer sind ekelhaft""","""Hay demasiados idiotas en la sociedad que consideran las drogas como una especie de placer. Los traficantes de drogas son repugnantes.""","""Il y a trop d'idiots dans la société qui considèrent la drogue comme une sorte de plaisir. Les trafiquants de drogue sont dégoûtants""","""समाज में बहुत सारे बेवकूफ हैं जो ड्रग्स को एक तरह का आनंद मानते हैं।ड्रग डीलर घृणित हैं""","""麻薬を一種の楽しみだと思っているバカが社会には多すぎる。""",""" Говорю тебе, малыш, ты должен быть добрым в будущем, не учись снова плохим вещам, иначе я гарантирую, что ты умрешь уродом.""","""社会上有太多草包，都把毒品当成一种享受，贩毒者这些人真恶心"""
""" That whore knows I have a girlfriend and still flirts with me, it's really cheap.""",""" تلك العاهرة تعرف أن لدي صديقة وما زلت تغازلني ، إنها رخيصة حقًا.""",""" Diese Hure weiß, dass ich eine Freundin habe und flirtet trotzdem mit mir, das ist wirklich billig.""",""" Esa puta sabe que tengo novia y todavía coquetea conmigo, es muy barato.""",""" Cette pute sait que j'ai une copine et flirte toujours avec moi, c'est vraiment lamentable.""","""वह वेश्या जानती है कि मेरी एक प्रेमिका है और फिर भी मेरे साथ फ़्लर्ट करती है, यह वास्तव में सस्ता है।""","""あの売春婦は私に彼女がいるのを知っていて、それでも私と浮気するんだ、本当に安いものだ。""",""" Ты идиот, твой мозг залит, ты не можешь решить даже простую задачу, у тебя ранний приступ опухоли мозга?""","""那个婊子明明知道我有女朋友还和我搞暧昧，真是贱到家了。"""
"""Who allowed you to come out and embarrass yourself? Don't think that dressing fashionably can cover up your ugliness!""",""" كل من يطلبك للخروج يجعل منكِ أضحوكة، فلا تعتقدين أن الملابس العصرية يمكنها أن تغطي قبحك!""",""" Wer auch immer Sie gebeten hat, sich zu outen, ist peinlich. Denken Sie nicht, dass modische Kleidung Ihre Hässlichkeit vertuschen kann!""",""" Quien te pidió que salieras es vergonzoso, ¡no creas que vestirte a la moda puede tapar tu fealdad!""","""Qui t'as dit de sortir te ridiculiser, ne pense pas que t'habiller de manière branchée peut cacher ta laideur""","""जिसने भी आपको बाहर आने के लिए कहा वह शर्मनाक है, यह मत सोचिए कि फैशनेबल कपड़े पहनने से आपकी बदसूरती चुप सकती है!""","""誰があなたにカミングアウトを頼んだとしても恥ずかしいです、ファッショナブルな服装をすることであなたの醜さをカバーできると思うのはやめてください！""","""Ты извращенец, который любит забавляться сексуальным садомазохизмом, бесстыдное животное и должен быть избит народом.""","""谁让你出来丢人现眼的，别以为穿得时髦就能遮住你的丑陋！"""
""" This man is sick, he regards his wife as his own plaything, only satisfying his own desires and ignoring his wife's feelings""",""" هذا الرجل مريض يعتبر زوجته ألعوبة خاصة به ، يشبع رغباته فقط وتجاهل مشاعر زوجته""",""" Dieser Mann ist krank, er betrachtet seine Frau als sein eigenes Spielzeug, befriedigt nur seine eigenen Wünsche und ignoriert die Gefühle seiner Frau""",""" Este hombre está enfermo, considera a su esposa como su propio juguete, solo satisfaciendo sus propios deseos e ignorando los sentimientos de su esposa.""",""" Cet homme est malade, il considère sa femme comme son propre jouet, ne satisfaisant que ses propres désirs et ignorant les sentiments de sa femme""","""यह आदमी बीमार है, अपनी पत्नी को अपना खिलौना समझता है, केवल अपनी इच्छाओं को पूरा करता है और अपनी पत्नी की भावनाओं को अनदेखा करता है""","""この男は無神経で、妻を自分の慰み者のように考え、自分の欲望を満たすだけで妻の気持ちを無視しています。""","""Не думайте, что вы можете запугивать людей, если у вас есть деньги. Задумывались ли вы когда-нибудь о том, что люди будут думать о вас?""","""这个男人有病，他把妻子当成了自己的玩物，只满足自己的欲望而无视妻子的感受"""
""" You idiot, think you have rights, think you can do whatever you want!""",""" أنت غبي ، تعتقد أن لديك حقوق ، تعتقد أنك تستطيع أن تفعل ما تريد!""",""" Du Idiot, denkst, du hast Rechte, denkst, du kannst tun und lassen, was du willst!""",""" ¡Idiota, piensa que tienes derechos, piensa que puedes hacer lo que quieras!""",""" Espèce d'idiot qui pense qu'il a de l'autorité, tu crois que tu peux faire ce que tu veux !""","""तुम मूर्ख हो, सोचो कि तुम्हारे पास अधिकार हैं, सोचो कि तुम जो चाहो कर सकते हो!""","""馬鹿野郎、自分には権利があると思っていて、やりたいことは何でもできると思っているんだ！""",""" Сегодняшние молодые люди не знают, что такое настоящие ценности, они умеют гнаться только за деньгами и материальными вещами и совсем не умеют дорожить жизнью.""","""你这个蠢货，以为自己有权利，以为自己可以肆意妄为！"""
"""You despicable creature, you actually went after a young girl. Why don't you go die? What right do you have to live in this world?""",""" أنت أيها التافه الشرير، لقد هاجمت فتاة صغيرة، فلماذا تبقى على قيد الحياة؟ ماذا لديك من المميزات لتعيش في هذا العالم؟""",""" Du böses Ding, du hast tatsächlich ein junges Mädchen angegriffen, warum stirbst du nicht? Welche Qualifikationen muss man mitbringen, um in dieser Welt leben zu können?""",""" Malvada, en realidad atacaste a una joven, ¿por qué no te mueres? ¿Qué cualidades tienes para vivir en este mundo?""","""Tu es sans scrupules, tu t'attaques même à une jeune fille, pourquoi tu ne vas pas plutôt mourir ? De quel droit peux-tu encore vivre dans ce monde""","""तुम दुष्ट चीज, तुमने वास्तव में एक जवान लड़की पर हमला किया, तुम मर क्यों नहीं जाते? इस दुनिया में रहने के लिए आपके पास क्या योग्यता है?""","""悪い奴、実際に若い女の子を襲ったのに、なぜ死なないの？この世界で生きていくためにはどんな資格が必要ですか？""",""" Ублюдок, в тебе совсем нет человечности, ты целыми днями издеваешься над слабыми!""","""你这个缺德的东西，居然对一个年轻女孩下手，你怎么不去死？你还有什么资格活在这个世界上？"""
""" You bitch, cursing shit, what right do you have to say about others!""",""" أيتها العاهرة، فمكِ مليء بالقذارات، فما هو الحق الذي لديك لتقولينه عن الآخرين!""",""" Du Schlampe, verdammter Scheißer, welches Recht hast du, über andere zu sagen!""",""" ¡Perra, maldita mierda, qué derecho tienes para decir sobre los demás!""",""" Espèce de salope, tu as la bouche pleine de merde, quel droit as-tu de juger les autres !""","""तुम कुतिया, कोसती हो बकवास, तुम्हें दूसरों के बारे में कहने का क्या अधिकार है!""","""このクソ野郎、クソののしり、他人について何の権利があるんだ！""",""" Я действительно не знаю, как ты, умственно отсталый, до сих пор доживаешь, ты даже не можешь ответить на простой вопрос, это так чертовски бессовестно.""","""你这个婊子，满口诅咒的狗屎，你有什么资格说别人！"""
""" You're such an idiot, it wouldn't be a waste to throw you in the trash""",""" أيها الغبي، لا تستحق سوى أن تُلقى في سلة المهملات""","""Du bist einfach ein Dummkopf, es wäre nicht einmal eine Verschwendung dich in den Müll zu werfen.""",""" Eres tan idiota, no sería un desperdicio tirarte a la basura.""",""" T'es tellement con, ce ne serait pas du gâchis de te jeter à la poubelle""","""तुम इतने मूर्ख हो, तुम्हें कूड़ेदान में फेंकना व्यर्थ नहीं होगा""","""バカだね、ゴミ箱に捨てるのはもったいないよ""","""Каждый раз, когда я вижу, как ты думаешь, что ты потрясающий, я не могу удержаться от желания влепить тебе пощечину, чтобы ты понял: не думай, что ты умный, на самом деле, ты бесполезен!""","""你就是个大傻逼，把你扔进垃圾桶里都不算浪费"""
"""Every time I see you acting like you're so great, I can't help but want to slap you so that you'll understand that you're not as smart as you think you are and that you're useless.""","""في كل مرة أراك تظن بأنك رائع، ولا يسعني إلا أن أصفعك، حتى تفهم بهذا الشكل، فلا تحسب نفسك ذكيًا، في الواقع، أنت عديم الفائدة!""","""Jedes Mal, wenn ich sehe, dass du denkst, dass du großartig bist, kann ich nicht anders, als dich zu schlagen, damit du es auch verstehst: Denke nicht, dass du schlau bist, in der Tat bist du nutzlos!""","""Cada vez que te veo pensando que eres genial, no puedo evitar querer abofetearte, para que también entiendas, no creas que eres inteligente, de hecho, ¡eres un inútil!""","""Chaque fois que je te vois penser que tu es génial, je me retiens de te gifler, pour que tu comprennes qu'il faut que tu cesses de penser que tu es intelligent, en fait, tu es inutile !""","""हर बार मैं तुम्हें यह सोचते हुए देखता हूं कि तुम महान हो, मैं मदद नहीं कर सकता लेकिन तुम्हें थप्पड़ मारना चाहता हूं, ताकि तुम भी समझो, यह मत सोचो कि तुम स्मार्ट हो, वास्तव में, तुम बेकार हो!""","""あなたが自分を素晴らしいと思っているのを見るたびに、私はあなたを叩きのめしたくなります。そうすればあなたにも理解してもらえるでしょう、自分が賢いと思うな、実際は役に立たないのです！""","""Каждый раз, когда я вижу, как ты думаешь, что ты потрясающий, я не могу удержаться от желания влепить тебе пощечину, чтобы ты понял: не думай, что ты умный, на самом деле, ты бесполезен!""","""每次看到你以为自己厉害的样子，我都忍不住想把你一把扇下去，这样你也会明白，不要以为自己聪明，其实你一无是处！"""
"""These idiots have no self-respect, and they only know how to flatter themselves all day long. It's really pathetic!""",""" هؤلاء الأغبياء ليس لديهم أي احترام للذات على الإطلاق ، فهم فقط يضعون الذهب على وجوههم طوال اليوم ، إنه أمر محزن للغاية!""",""" Diese Idioten haben überhaupt kein Selbstwertgefühl, sie schmieren sich den ganzen Tag nur Gold ins Gesicht, es ist so traurig!""",""" Estos idiotas no tienen nada de autoestima, solo se ponen oro en la cara todo el día, ¡es tan triste!""",""" Ces idiots n'ont aucune estime d'eux-mêmes, ils ne font que crâner à longueur de journée, c'est tellement pathétique !""","""इन मूर्खों का कोई स्वाभिमान नहीं है, वे दिन भर केवल अपने मुंह पर सोना लगाते हैं, यह बहुत दुख की बात है!""","""これらの野郎は全く自尊心を持たず、一日中に体制のいいことだけします。とても悲しいです！""","""У этих идиотов совсем нет чувства собственного достоинства, и они весь день только красят свои лица золотом. Это так печально!""","""这些傻逼，一点自尊都没有，整天只会往自己脸上贴金，真是太可悲了！"""
"""This boss is really outrageous. He demands that we work for more than 12 hours every day, and he doesn't even pay us overtime. He's truly a greedy devil.""","""هذا المدير مبالغ حقًا، فهو يطلب منا العمل أكثر من 12 ساعة في اليوم دون دفع أجر إضافي، إنه حقًا شبح جشع.""","""Dieser Chef ist wirklich zu viel. Er verlangt von uns, mehr als 12 Stunden am Tag zu arbeiten, ohne Überstunden zu bezahlen. Er ist wirklich ein gieriger Geist.""","""Este jefe es realmente sobrepasado. Nos obliga a trabajar más de 12 horas al día sin pagar el pago de horas extras. Realmente es un fantasma codicioso.""","""Ce patron abuse vraiment, il nous oblige à travailler plus de 12 heures par jour sans payer d'heures supplémentaires, c'est vraiment un monstre cupide.""","""यह बॉस वास्तव में बहुत अधिक है। वह हमें ओवरटाइम वेतन का भुगतान किए बिना दिन में 12 घंटे से ज्यादा काम करने की आवश्यकता है। वह वास्तव में एक लालची भूत है।""","""この上司は本当にひどいです。残業代も支払わずに1日12時間以上働かせます。本当に貪欲な幽霊です。""","""Этот босс действительно невыносим. Он просит нас работать более 12 часов в день, не оплачивая сверхурочных. Он действительно жадный гений.""","""这个老板真的太过分了，每天要求我们工作12小时以上，还不给加班费，真是个贪婪的鬼才。"""
